R,S,T,I_R,I_S,I_T,Kondisi
222.85,230.04,214.92,0.82,0.94,0.93,1
223.11,223.04,223.4,1.05,1.08,1.05,0
224.04,231.46,218.01,0.84,1.23,0.96,1
233.04,218.0,214.06,0.95,1.25,1.01,1
232.04,222.42,227.27,1.01,0.92,1.31,1
219.71,225.63,226.0,1.09,1.34,1.18,1
222.98,223.32,224.19,1.05,1.04,1.04,0
223.93,224.28,225.53,1.2,1.2,1.2,0
224.31,224.53,225.06,1.18,1.19,1.18,0
226.82,226.06,211.47,0.99,1.09,1.44,1
213.25,216.89,225.34,0.86,1.08,1.22,1
223.6,223.09,222.96,1.1,1.12,1.09,0
223.59,222.86,223.38,1.09,1.1,1.11,0
226.95,232.22,211.59,0.95,1.24,1.11,1
224.77,212.79,228.47,0.97,1.5,1.49,1
231.23,220.06,227.04,0.88,1.32,1.33,1
216.67,226.52,212.52,1.37,1.29,1.26,1
224.12,232.83,225.14,1.14,1.01,0.88,1
225.11,224.08,224.45,1.13,1.11,1.09,0
225.16,227.36,210.02,1.08,0.83,1.45,1
219.89,215.33,215.68,0.8,1.03,0.88,1
228.69,228.57,229.48,0.96,1.46,1.47,1
229.83,215.13,217.73,0.83,1.02,1.35,1
222.45,223.74,222.78,1.1,1.11,1.1,0
224.37,224.71,223.83,1.03,1.02,1.03,0
229.83,215.47,228.07,0.97,1.39,0.89,1
227.88,214.49,230.92,1.31,1.01,0.81,1
213.09,216.48,231.52,1.17,1.28,1.37,1
232.85,218.15,220.67,1.42,0.93,1.01,1
222.01,223.7,223.49,1.03,1.04,1.03,0
220.41,221.82,221.53,1.2,1.19,1.2,0
223.23,223.89,224.37,1.04,1.03,1.04,0
222.13,220.83,221.73,1.03,1.03,1.01,0
217.27,227.28,219.58,1.05,1.04,1.29,1
217.59,228.48,225.93,1.24,1.12,1.08,1
222.59,224.25,223.67,1.07,1.05,1.06,0
224.8,225.0,224.07,1.09,1.09,1.09,0
220.73,221.79,221.11,1.15,1.14,1.14,0
232.89,215.72,214.49,1.04,0.85,0.87,1
221.7,222.84,223.07,1.14,1.16,1.15,0
213.62,229.1,230.56,0.9,0.87,1.1,1
223.3,213.95,229.2,1.35,0.99,1.06,1
220.33,220.26,220.15,1.21,1.18,1.18,0
222.97,223.29,223.0,1.01,1.01,1.01,0
222.26,221.58,222.51,1.14,1.11,1.14,0
229.32,233.42,213.96,0.96,1.45,1.06,1
231.48,215.38,210.92,1.01,1.44,0.96,1
222.61,224.02,223.21,1.2,1.17,1.18,0
217.19,233.29,214.73,1.28,0.81,0.8,1
221.01,221.59,221.27,1.15,1.17,1.18,0
223.72,233.25,233.87,1.43,1.1,0.82,1
219.9,230.85,214.95,1.49,0.99,1.21,1
220.43,219.6,219.98,1.03,1.03,1.06,0
223.62,222.96,222.54,1.11,1.09,1.12,0
224.7,223.98,224.35,1.06,1.08,1.08,0
221.61,222.15,222.17,1.19,1.19,1.18,0
224.32,223.5,222.96,1.14,1.13,1.15,0
223.68,222.23,222.7,1.16,1.15,1.15,0
227.8,222.18,215.91,1.26,1.28,1.47,1
221.66,232.75,219.74,0.92,1.27,1.4,1
220.87,220.86,221.8,0.99,1.01,1.0,0
224.36,223.07,223.52,1.18,1.15,1.17,0
222.77,222.77,222.81,1.1,1.12,1.13,0
234.19,222.26,210.43,1.25,1.29,1.24,1
220.1,224.2,220.58,1.02,1.48,1.24,1
223.78,224.15,223.64,1.01,1.01,1.02,0
221.47,221.17,221.67,1.06,1.04,1.05,0
223.11,222.48,223.7,1.2,1.22,1.22,0
234.36,227.83,230.34,0.92,1.16,0.88,1
221.97,221.67,221.58,1.07,1.05,1.07,0
223.75,223.72,224.08,1.17,1.16,1.16,0
222.55,223.44,222.58,1.11,1.13,1.11,0
220.14,220.69,220.32,1.18,1.17,1.19,0
225.39,225.82,225.2,1.09,1.12,1.13,0
223.34,223.37,222.08,1.04,1.06,1.05,0
228.78,222.87,231.22,1.43,0.86,1.49,1
221.16,220.85,220.26,0.99,1.01,1.0,0
221.4,222.34,222.75,1.08,1.11,1.11,0
224.22,223.23,224.2,1.11,1.1,1.1,0
223.82,223.19,222.46,1.13,1.13,1.15,0
220.38,221.06,221.38,1.11,1.13,1.11,0
220.58,211.0,226.41,1.04,1.33,1.29,1
221.46,221.12,221.5,1.06,1.05,1.06,0
218.34,215.33,211.75,1.12,1.05,0.97,1
226.84,222.19,224.29,1.02,1.2,1.44,1
224.64,223.58,223.03,1.06,1.05,1.07,0
217.82,225.13,228.7,1.06,1.31,1.06,1
234.96,219.55,226.55,1.16,0.94,0.91,1
217.57,212.22,230.37,1.39,1.14,1.38,1
222.35,222.51,222.6,1.0,1.01,1.02,0
224.02,224.65,223.88,1.09,1.08,1.08,0
214.1,221.42,229.89,1.37,1.14,0.93,1
221.7,221.89,220.16,1.06,1.05,1.07,0
230.76,232.27,219.19,1.49,1.25,1.21,1
223.72,224.48,222.94,1.16,1.16,1.16,0
210.19,233.78,231.93,1.03,1.05,1.46,1
224.57,224.16,224.39,1.13,1.13,1.14,0
223.78,225.27,224.42,1.09,1.07,1.08,0
224.93,225.19,224.81,1.12,1.13,1.13,0
231.99,216.79,217.33,0.97,0.96,1.45,1
231.77,226.17,232.44,1.47,1.02,0.9,1
224.83,224.7,224.43,1.03,1.06,1.05,0
225.21,230.89,220.88,0.82,1.12,1.5,1
225.53,232.48,217.61,1.41,0.89,1.24,1
232.43,217.62,233.82,0.92,1.43,0.95,1
221.64,234.55,233.19,1.2,1.26,1.33,1
227.17,212.6,234.74,0.94,1.12,0.89,1
224.95,224.23,225.45,1.01,1.04,1.01,1
223.62,233.17,217.98,1.02,1.01,1.17,1
212.3,232.66,211.17,1.42,1.41,1.09,1
220.98,221.64,221.73,1.14,1.13,1.14,0
224.24,224.22,224.39,1.11,1.11,1.09,0
220.38,220.07,219.16,1.2,1.17,1.18,0
223.81,223.72,223.91,1.18,1.19,1.17,0
220.79,214.38,210.11,0.84,1.35,0.83,1
225.9,224.68,225.11,1.11,1.11,1.09,0
225.15,228.14,210.04,1.04,0.84,1.31,1
219.86,220.1,226.72,1.06,1.38,1.28,1
220.14,220.0,220.06,1.05,1.04,1.04,0
224.67,224.23,210.78,1.3,1.01,0.97,1
221.1,219.54,220.66,1.11,1.12,1.09,0
220.45,221.45,220.44,1.05,1.05,1.04,0
211.82,212.54,221.03,1.06,1.4,0.94,1
220.49,219.67,220.69,1.05,1.04,1.05,0
227.64,223.61,223.74,1.15,1.11,0.91,1
219.68,221.08,221.13,1.17,1.15,1.17,0
223.56,222.85,223.59,1.15,1.16,1.15,0
216.44,221.1,232.08,1.26,0.91,0.86,1
221.44,221.44,221.69,1.01,1.03,1.02,0
222.46,224.31,233.44,1.49,0.85,0.91,1
224.16,224.83,224.04,1.17,1.18,1.19,0
228.34,219.49,234.02,0.92,0.8,1.32,1
230.56,230.49,230.27,1.12,1.08,1.07,1
221.35,221.6,221.61,1.18,1.18,1.18,0
220.87,220.84,220.69,1.06,1.07,1.08,0
224.16,225.01,224.09,1.02,1.01,1.02,0
212.67,210.86,219.33,1.1,1.42,1.48,1
211.43,230.43,226.0,1.46,1.28,1.08,1
221.96,231.46,226.17,0.86,1.38,0.91,1
225.28,224.62,223.5,1.13,1.15,1.15,0
231.06,223.66,228.09,1.01,0.91,1.07,1
229.45,214.77,229.97,0.86,1.11,1.39,1
222.54,222.05,221.71,1.02,1.03,1.01,0
222.57,221.71,222.66,1.12,1.14,1.13,0
228.35,211.2,228.07,0.86,1.39,1.48,1
223.06,224.45,223.42,1.1,1.09,1.08,0
211.73,233.25,226.68,1.33,0.99,0.92,1
220.96,221.2,221.76,1.07,1.07,1.05,0
222.52,223.79,222.09,1.04,1.04,1.03,0
217.73,221.64,228.95,1.0,1.34,1.06,1
219.59,220.88,220.44,1.2,1.17,1.17,0
224.95,223.68,224.81,1.12,1.13,1.15,0
225.07,224.85,224.59,1.04,1.04,1.02,0
221.0,222.55,221.59,1.16,1.16,1.17,0
216.98,211.66,212.47,1.28,0.82,0.81,1
223.57,223.76,223.33,1.1,1.07,1.09,0
221.81,221.85,221.95,1.12,1.1,1.13,0
212.0,220.26,233.25,1.36,1.07,1.38,1
217.71,234.54,214.41,1.45,0.9,1.38,1
217.28,228.7,219.12,1.22,0.93,0.86,1
228.24,213.58,234.09,0.82,1.49,1.22,1
223.17,222.74,223.27,1.09,1.1,1.09,0
222.36,222.04,223.45,1.03,1.03,1.02,0
223.98,223.01,223.86,1.02,1.05,1.03,0
214.08,227.5,215.34,1.26,0.87,1.17,1
223.95,224.46,223.78,1.14,1.15,1.13,0
224.45,223.39,223.69,1.06,1.05,1.04,0
223.31,224.05,224.33,1.1,1.09,1.11,0
220.14,220.82,220.24,1.03,1.06,1.06,0
213.7,232.57,223.32,1.28,1.46,1.02,1
215.84,223.7,216.19,1.19,1.22,1.44,1
220.87,219.74,220.4,1.07,1.1,1.07,0
218.22,212.38,224.32,1.21,1.38,0.82,1
229.36,233.38,210.73,0.89,1.15,1.22,1
217.16,222.14,210.27,1.39,1.26,1.25,1
228.55,234.2,221.95,1.21,1.48,0.9,1
220.22,221.21,220.43,1.14,1.11,1.12,0
223.05,222.66,222.15,1.06,1.08,1.07,0
224.82,224.96,224.62,1.1,1.12,1.13,0
222.22,222.35,221.38,1.16,1.17,1.16,0
215.72,232.22,218.53,1.42,1.36,1.19,1
222.65,222.6,220.93,1.07,1.09,1.1,0
223.3,222.42,221.77,1.08,1.09,1.07,0
222.19,222.74,222.22,1.08,1.06,1.07,0
221.23,222.63,221.37,1.18,1.17,1.2,0
221.46,219.63,221.47,1.08,1.09,1.09,0
232.49,224.68,225.36,1.48,1.32,0.99,1
219.96,230.8,229.89,1.35,1.42,0.8,1
229.34,233.24,219.77,1.48,0.85,0.89,1
221.28,210.38,217.57,1.29,1.32,1.32,0
215.62,234.69,213.08,0.94,1.47,1.34,1
227.86,211.81,225.74,1.02,1.23,1.09,1
220.42,220.09,219.63,1.07,1.07,1.06,0
229.92,213.44,228.0,1.28,0.94,1.44,1
211.93,233.66,212.54,1.06,1.38,1.42,1
215.04,211.08,218.3,0.96,0.91,1.13,1
215.96,222.62,218.5,1.41,0.97,0.86,1
222.46,223.4,223.42,1.03,1.04,1.05,0
220.31,221.15,220.41,1.17,1.17,1.14,0
219.75,228.31,225.6,1.01,0.95,1.34,1
221.04,220.97,219.47,1.15,1.15,1.16,0
222.5,222.96,223.61,1.16,1.15,1.16,0
212.52,216.46,232.62,0.92,0.87,1.25,1
223.76,223.68,224.23,1.15,1.15,1.12,0
210.93,233.47,230.74,1.02,1.45,1.09,1
234.08,234.82,230.84,1.02,1.22,1.35,1
220.74,222.07,221.99,1.01,1.2,1.27,1
231.5,216.76,221.96,1.13,0.94,1.01,1
224.64,223.69,224.16,1.08,1.1,1.09,0
222.69,222.44,221.57,1.08,1.08,1.06,0
214.43,227.0,221.36,1.49,0.81,1.28,1
217.14,226.24,217.4,1.26,1.09,1.34,1
221.0,220.98,221.81,1.06,1.03,1.04,0
222.93,224.15,223.27,1.17,1.18,1.17,0
226.54,225.69,211.0,0.84,1.44,1.1,1
229.21,218.16,217.85,1.12,0.83,1.43,1
231.45,234.0,221.14,0.85,0.84,1.11,1
217.17,217.17,232.07,1.38,1.15,1.36,1
221.09,227.55,219.0,1.23,0.82,1.19,1
229.38,228.47,233.29,0.98,0.91,1.07,1
216.87,233.71,233.74,1.14,1.49,1.34,1
231.56,218.67,211.56,1.24,1.42,1.05,1
224.01,223.77,223.56,1.12,1.13,1.15,0
220.35,220.4,221.12,1.17,1.19,1.17,0
223.52,222.19,221.74,1.07,1.08,1.06,0
232.62,225.83,212.19,1.02,1.37,1.15,1
226.03,221.99,229.82,1.35,1.04,0.92,1
219.58,219.17,219.71,1.1,1.09,1.09,0
221.49,220.68,221.5,1.04,1.05,1.04,0
229.9,225.09,231.32,0.83,1.04,0.99,1
210.82,232.48,219.67,1.02,1.0,1.25,1
229.5,222.86,219.65,1.3,1.11,1.15,1
222.45,221.7,222.25,1.02,1.04,1.04,0
229.45,212.44,218.59,1.32,1.01,0.88,1
222.96,222.41,222.88,1.14,1.14,1.11,0
210.37,220.89,221.51,1.39,1.09,1.05,1
225.39,224.15,224.82,1.18,1.17,1.2,0
220.62,219.46,219.98,1.13,1.12,1.13,0
225.03,223.31,224.68,1.19,1.18,1.2,0
221.06,222.47,221.87,1.04,1.07,1.05,0
220.22,221.55,221.42,1.06,1.07,1.07,0
223.16,222.87,222.2,0.99,1.02,1.0,0
221.72,219.89,221.05,1.16,1.14,1.14,0
227.06,232.75,212.6,1.25,1.21,1.06,1
216.46,229.36,230.0,0.96,1.29,1.29,1
223.75,223.05,223.74,1.19,1.16,1.19,0
222.69,224.52,223.82,1.21,1.2,1.21,0
223.5,224.68,224.43,1.17,1.2,1.18,0
212.93,230.25,217.42,1.12,1.26,0.89,1
224.03,224.33,224.14,1.18,1.22,1.22,0
223.43,223.21,223.44,1.02,1.02,1.03,0
220.66,222.36,227.75,1.05,1.22,0.86,1
212.26,215.59,234.59,1.06,0.96,0.94,1
234.45,225.87,227.94,0.88,0.88,0.93,1
218.45,230.71,232.27,1.09,1.32,1.0,1
217.31,228.61,224.4,1.26,1.3,1.34,1
220.52,221.82,221.43,1.16,1.15,1.13,0
223.19,223.3,223.12,1.15,1.14,1.16,0
225.43,225.1,225.53,1.16,1.14,1.16,0
220.82,211.48,212.77,1.35,0.92,1.38,1
221.33,221.88,221.95,1.21,1.2,1.2,0
230.47,227.31,213.23,1.04,1.14,1.16,1
234.52,224.38,231.13,0.94,1.24,0.81,1
231.77,231.34,231.48,1.02,1.31,1.15,1
226.07,227.57,232.46,1.3,1.28,0.97,1
224.12,231.38,217.1,1.15,1.26,1.17,1
222.9,222.27,222.26,1.06,1.03,1.06,1
226.31,224.22,234.59,1.12,1.49,1.4,1
222.92,228.95,232.85,1.31,1.0,1.01,1
220.72,219.98,220.4,1.13,1.13,1.13,0
222.24,221.67,222.53,1.1,1.12,1.11,0
223.79,230.58,221.18,1.15,1.44,1.27,1
219.21,220.86,219.63,1.09,1.09,1.07,0
223.31,223.7,223.68,1.1,1.11,1.12,0
224.01,224.12,225.27,1.15,1.17,1.16,0
213.92,225.11,225.18,1.04,1.22,1.12,1
223.06,222.75,223.55,1.17,1.18,1.18,0
221.95,220.4,221.85,1.11,1.12,1.12,0
231.64,223.23,233.64,1.07,0.86,1.31,1
221.82,223.37,221.95,1.19,1.19,1.2,0
224.19,225.69,225.74,1.09,1.07,1.08,0
222.85,222.3,221.68,1.01,1.02,1.0,0
223.56,222.15,223.18,1.04,1.06,1.05,0
221.17,221.93,221.7,1.06,1.04,1.06,0
225.01,225.85,224.96,1.05,1.05,1.06,0
215.24,214.12,213.69,0.82,1.07,0.88,1
214.89,232.37,226.45,1.08,1.31,0.97,1
232.14,226.2,233.74,1.04,1.27,0.95,1
228.15,217.26,216.14,1.01,1.16,1.12,1
233.64,232.02,224.65,1.38,1.27,1.01,1
224.78,224.81,224.46,1.21,1.2,1.19,0
220.63,212.91,230.09,1.13,1.17,1.05,1
223.87,223.42,223.1,1.03,1.02,1.02,0
220.97,221.26,221.31,1.17,1.19,1.16,0
221.57,221.91,220.78,1.04,1.05,1.02,0
216.54,224.21,212.27,1.38,1.13,1.08,1
224.74,225.3,224.67,0.99,1.02,1.02,0
221.62,221.72,223.42,1.02,1.01,1.01,0
230.96,212.33,211.17,1.42,0.83,1.01,1
223.67,222.78,222.62,0.99,1.02,1.01,1
225.58,224.96,223.92,1.16,1.17,1.19,0
212.76,223.53,215.39,1.44,1.06,1.1,1
222.43,221.17,222.65,1.1,1.09,1.12,0
215.97,217.46,232.61,1.31,1.07,1.25,1
221.05,221.82,222.2,1.07,1.06,1.08,0
223.9,232.09,210.19,1.02,1.15,1.25,1
234.26,221.02,221.88,0.83,0.81,0.92,1
222.97,222.26,221.82,1.02,1.01,1.03,0
227.12,227.64,234.79,1.07,1.27,1.49,1
219.69,225.01,233.85,1.32,1.31,0.87,1
212.12,219.09,216.77,1.23,1.12,1.03,1
221.44,220.97,221.69,1.09,1.08,1.09,0
224.1,225.48,224.51,1.08,1.08,1.06,0
220.56,221.88,220.52,1.18,1.16,1.14,0
223.69,222.5,224.29,1.02,1.02,1.02,0
226.55,223.29,229.63,1.34,1.28,1.42,1
222.77,216.73,226.85,0.91,1.45,1.41,1
222.92,223.48,222.97,1.07,1.03,1.05,0
223.99,223.39,223.72,1.17,1.2,1.18,0
225.06,223.89,225.47,1.13,1.14,1.14,0
220.82,219.86,220.76,1.13,1.15,1.16,0
225.68,222.83,215.84,1.13,0.98,0.82,1
212.05,226.3,234.58,0.95,1.37,0.95,1
225.09,227.15,234.04,0.81,1.5,1.34,1
221.2,221.76,221.01,1.15,1.14,1.12,0
221.74,222.33,223.01,1.07,1.06,1.04,0
229.78,216.84,221.49,0.98,1.39,1.25,1
234.22,233.11,215.89,1.26,1.12,0.95,1
220.82,221.9,220.97,1.05,1.07,1.04,0
220.63,220.96,219.84,1.1,1.06,1.09,0
233.15,229.5,210.76,1.46,1.47,1.07,1
229.36,213.82,216.92,0.9,0.85,1.16,1
220.46,220.41,220.41,1.09,1.08,1.06,0
223.47,223.75,224.31,1.18,1.18,1.19,0
223.77,224.47,222.64,1.17,1.19,1.17,0
224.74,224.83,224.35,1.04,1.06,1.04,0
224.29,233.46,225.77,0.91,0.98,1.34,1
224.13,225.69,224.23,1.09,1.1,1.09,0
214.25,219.8,232.06,0.95,0.84,0.99,1
220.92,221.61,220.24,1.09,1.1,1.11,0
220.65,230.55,230.71,1.09,1.09,0.89,1
224.98,229.5,229.88,1.27,0.93,1.21,1
221.57,221.73,221.91,1.17,1.18,1.18,0
220.99,219.87,221.38,1.03,1.01,1.04,0
215.03,234.73,226.74,1.47,1.01,1.27,1
221.02,213.13,213.3,0.88,1.41,1.36,1
220.92,220.58,221.07,1.16,1.17,1.16,0
220.49,221.46,220.87,1.19,1.18,1.2,0
221.1,221.99,222.19,1.22,1.19,1.2,0
228.54,234.34,214.45,1.08,1.16,1.08,1
220.23,220.29,219.8,1.07,1.1,1.1,0
212.28,231.49,232.97,0.81,0.99,0.87,1
220.64,219.69,221.31,1.09,1.11,1.12,0
219.01,219.16,213.71,1.44,0.93,0.91,1
212.12,231.45,229.13,1.38,1.1,1.06,1
226.41,225.82,218.43,1.4,0.87,1.4,1
223.0,224.68,226.44,0.81,0.96,0.98,1
221.82,222.38,221.68,1.2,1.19,1.18,0
224.89,225.39,225.37,1.16,1.15,1.14,0
222.12,222.19,222.2,1.16,1.16,1.15,0
221.41,222.3,221.81,1.17,1.18,1.2,0
221.71,222.11,222.26,0.99,1.0,1.02,0
224.41,224.84,216.55,0.82,1.12,0.86,1
221.88,223.49,221.97,1.04,1.05,1.06,0
222.82,223.06,222.81,1.02,1.0,1.0,0
225.86,210.8,216.89,0.99,1.23,1.23,1
232.83,219.66,234.74,1.49,1.41,1.36,1
215.8,233.96,214.54,1.19,0.92,1.05,1
215.63,233.73,214.32,1.5,0.86,0.97,1
224.24,218.47,211.95,1.29,0.81,1.06,1
221.25,221.26,221.71,1.01,1.01,1.02,0
229.61,211.77,220.31,0.82,0.9,1.12,1
222.22,221.62,222.15,1.18,1.18,1.15,0
217.29,211.92,233.28,0.93,1.03,0.93,1
220.6,221.66,222.09,1.15,1.13,1.14,0
221.27,221.81,221.77,1.13,1.1,1.13,0
223.74,222.92,233.02,1.3,1.05,1.44,1
221.27,220.7,221.82,1.13,1.12,1.13,0
212.62,219.5,219.0,1.45,1.28,1.09,1
221.97,223.1,223.26,1.06,1.04,1.06,0
216.64,215.62,224.16,1.07,0.88,1.23,1
221.06,221.64,222.17,1.18,1.19,1.18,0
219.67,224.72,225.66,0.98,1.19,1.44,1
218.95,221.18,227.74,1.1,1.42,1.26,1
222.57,224.01,223.71,1.07,1.1,1.09,0
220.84,220.26,219.77,1.13,1.15,1.12,0
219.77,220.72,220.87,1.15,1.16,1.13,0
220.17,220.37,219.39,1.06,1.06,1.08,0
233.56,218.03,228.89,1.2,1.3,1.4,1
216.83,210.3,233.91,1.3,1.43,0.88,1
222.17,212.86,212.81,1.25,1.31,1.47,1
223.88,223.46,224.36,1.13,1.11,1.11,0
231.25,231.91,216.97,1.31,0.98,0.94,1
223.22,223.11,223.51,1.14,1.16,1.16,0
222.02,221.89,221.27,1.17,1.17,1.2,0
226.61,231.78,217.61,1.11,0.95,1.13,1
222.98,223.9,224.48,1.02,1.05,1.04,0
219.96,220.65,219.83,1.16,1.17,1.19,0
221.34,221.65,221.44,1.11,1.11,1.09,0
210.26,232.85,234.73,1.41,0.84,1.22,1
221.36,222.16,222.54,1.07,1.08,1.09,0
224.48,222.71,224.16,1.02,1.01,1.02,0
216.57,228.64,233.06,1.26,1.13,1.23,1
234.83,227.69,231.37,1.09,1.32,1.06,1
221.86,221.93,221.34,1.04,1.03,1.05,0
221.11,216.75,233.2,0.81,1.42,1.06,1
222.04,220.6,221.2,1.19,1.18,1.18,0
220.96,219.64,220.12,1.15,1.13,1.15,0
228.18,234.05,232.91,1.13,0.99,1.26,1
223.64,223.56,223.36,1.05,1.05,1.05,0
222.65,218.4,212.47,0.91,0.82,1.25,1
223.89,223.9,224.65,1.25,1.48,1.09,1
221.76,214.97,220.38,1.42,0.9,1.0,1
230.94,226.72,210.47,0.95,1.49,1.0,1
230.74,228.42,215.71,1.21,0.95,1.33,1
221.03,220.07,220.14,1.18,1.18,1.21,0
225.92,218.82,225.21,1.44,1.16,1.36,1
222.14,221.55,221.79,1.03,1.01,1.03,0
220.77,221.68,221.04,1.03,1.05,1.02,0
222.59,225.21,223.03,0.81,0.87,1.33,1
224.46,224.53,223.88,1.14,1.17,1.14,0
222.21,222.38,222.05,1.13,1.15,1.13,0
228.81,219.73,229.32,1.48,1.14,0.85,1
221.62,220.76,219.85,1.04,1.0,1.02,0
224.83,223.98,224.18,1.02,1.02,1.01,0
211.18,231.25,228.67,0.95,1.16,1.36,1
224.48,225.66,224.27,1.15,1.18,1.17,0
221.52,221.2,220.8,1.02,1.06,1.05,0
215.72,215.74,214.34,1.0,1.05,1.44,1
224.72,223.52,224.39,1.17,1.18,1.21,0
221.68,222.18,223.3,1.06,1.08,1.09,0
217.59,226.6,220.94,0.96,1.31,0.95,1
234.06,219.02,229.19,1.0,1.4,1.3,1
213.03,223.11,225.91,1.44,1.38,1.08,1
224.11,224.12,223.21,1.04,1.02,1.05,0
221.82,221.45,222.83,1.13,1.13,1.14,0
220.89,221.36,222.59,1.13,1.12,1.12,0
213.2,214.32,216.68,0.95,1.12,0.91,1
215.91,229.22,224.38,1.23,1.0,1.32,1
221.93,222.34,222.14,1.06,1.05,1.03,0
225.68,234.74,231.97,1.5,1.43,1.09,1
220.61,221.73,220.15,1.01,1.01,1.03,0
223.49,222.74,223.61,1.03,1.01,1.03,0
227.07,211.26,223.12,0.85,1.06,1.34,1
222.64,223.19,222.54,1.12,1.12,1.11,0
220.16,219.73,221.51,1.09,1.11,1.11,0
231.66,212.71,212.01,1.25,1.15,0.88,1
220.37,219.61,221.45,1.0,1.04,1.01,1
228.37,214.61,228.1,0.93,1.47,1.19,1
226.84,228.75,231.18,1.4,0.99,1.14,1
219.12,215.46,233.54,1.45,1.47,1.29,1
220.71,233.49,212.09,1.34,1.16,0.85,1
222.52,215.35,223.64,1.22,1.11,0.85,1
224.82,223.65,224.37,1.11,1.11,1.12,0
223.38,222.56,223.31,1.16,1.17,1.14,0
222.65,221.99,223.24,1.09,1.09,1.12,0
220.82,220.27,219.47,1.12,1.11,1.14,0
230.51,217.99,222.23,1.05,1.11,1.3,1
221.31,221.75,221.23,1.12,1.12,1.13,0
221.19,221.03,222.07,1.03,1.03,1.02,0
221.61,221.78,222.39,1.04,1.03,1.05,0
222.69,222.34,223.68,1.14,1.14,1.15,0
222.3,222.31,221.28,1.16,1.19,1.15,0
223.85,223.46,224.57,1.01,0.99,1.0,0
232.79,212.65,211.32,0.97,0.94,1.45,1
216.55,231.6,211.16,1.04,1.39,1.16,1
223.72,230.68,222.39,1.18,1.11,1.29,1
224.6,224.16,225.16,1.1,1.11,1.13,0
225.01,221.7,216.0,1.23,0.98,1.1,1
217.26,213.76,227.43,0.88,1.25,1.28,1
234.75,216.79,217.15,1.32,1.27,1.44,1
222.29,222.17,222.9,1.06,1.06,1.04,0
210.84,228.9,228.35,1.41,1.01,1.35,1
224.29,223.89,224.17,0.99,1.0,1.02,1
215.25,212.56,211.97,1.21,1.26,1.48,1
226.66,211.28,223.13,1.32,0.91,1.31,1
220.01,221.02,220.94,1.1,1.12,1.13,0
231.98,225.0,229.1,0.92,1.32,1.08,1
233.31,221.36,216.12,1.02,1.28,1.33,1
210.94,230.94,218.96,1.1,0.99,1.4,1
224.64,223.48,223.99,1.19,1.18,1.2,0
220.55,220.38,220.32,1.18,1.15,1.16,0
231.32,216.71,229.43,1.14,1.3,1.42,1
233.28,230.82,227.02,1.44,1.17,1.43,1
222.76,222.41,221.21,1.02,1.0,1.01,0
221.77,221.3,222.36,1.08,1.08,1.1,0
229.93,229.74,218.95,0.89,1.22,1.13,1
225.7,225.0,233.13,1.45,0.97,1.34,1
235.0,232.12,234.52,1.28,1.0,1.06,1
223.52,223.75,223.28,1.03,1.03,1.01,0
222.74,221.91,222.91,1.08,1.05,1.07,0
222.76,221.92,213.14,1.25,1.01,0.92,1
223.24,222.11,222.84,1.09,1.06,1.06,1
235.0,226.22,227.67,1.47,1.43,0.91,1
222.77,223.84,222.58,1.08,1.08,1.08,0
225.51,222.1,222.62,0.83,1.08,1.36,1
234.98,228.92,222.53,0.99,1.12,0.92,1
220.13,213.6,217.11,0.94,0.94,1.46,1
224.7,226.95,212.8,1.25,1.17,1.31,1
221.66,221.11,222.67,0.99,1.03,1.0,0
218.88,216.07,225.48,1.15,1.26,1.07,1
219.81,220.79,220.81,1.05,1.03,1.05,0
223.7,225.54,225.05,1.17,1.16,1.15,0
226.23,233.61,233.46,1.41,0.82,1.41,1
224.43,218.58,212.12,1.22,1.0,1.35,1
222.53,223.45,223.69,1.12,1.14,1.14,0
222.86,222.41,222.34,1.01,1.02,0.99,0
230.28,218.38,219.65,0.84,1.42,1.14,1
217.31,219.94,214.27,1.47,0.95,1.28,1
220.34,220.23,220.78,1.06,1.06,1.05,0
223.83,224.07,224.05,1.04,1.05,1.03,0
225.7,227.93,215.44,0.87,0.92,0.85,1
222.15,220.83,221.45,1.09,1.1,1.09,0
234.51,221.15,233.25,1.39,1.4,1.04,1
227.74,233.82,220.25,1.0,1.4,1.04,1
221.51,220.5,221.04,1.1,1.11,1.09,0
219.77,219.37,219.27,1.06,1.08,1.06,0
221.12,220.98,222.26,1.18,1.18,1.16,0
222.79,223.21,221.36,1.0,1.02,1.01,0
224.75,224.22,224.56,1.16,1.14,1.16,0
222.81,222.83,223.68,1.17,1.17,1.16,0
224.93,224.75,223.36,1.12,1.12,1.14,0
226.1,229.6,222.53,1.47,0.89,1.12,1
220.2,220.44,221.34,1.06,1.09,1.06,0
211.61,228.03,234.37,1.48,0.94,1.46,1
224.62,225.28,224.73,1.11,1.12,1.1,0
223.77,220.43,211.08,1.46,1.3,1.24,1
221.01,231.9,233.47,1.13,1.28,1.24,1
224.98,224.29,224.94,1.05,1.07,1.07,0
222.62,222.92,223.66,1.05,1.05,1.07,0
225.3,224.18,224.39,1.08,1.09,1.08,0
216.24,213.33,224.5,1.17,1.2,0.98,1
221.15,221.74,221.64,1.04,1.06,1.06,0
220.97,222.1,222.15,1.07,1.04,1.04,0
222.67,218.27,229.74,1.15,1.3,1.32,1
221.97,222.18,221.71,1.0,1.01,1.01,0
222.17,219.37,217.6,1.29,1.5,1.11,1
