V_R,V_S,V_T,Kondisi
217.08,225.23,226.44,0
235.52,215.65,224.22,1
215.63,218.73,218.64,0
224.05,214.81,227.64,0
217.43,297.08,216.4,1
229.67,220.59,48.83,1
230.78,226.93,222.0,0
267.78,229.92,213.81,1
216.03,229.91,209.15,0
227.16,209.43,228.18,0
215.72,266.66,221.01,1
215.43,227.7,218.68,0
227.7,285.15,229.0,1
211.6,224.86,177.96,1
221.64,211.54,216.38,0
222.94,142.25,214.02,1
210.81,227.32,225.74,0
176.78,211.26,220.95,1
230.37,211.18,272.01,1
215.91,228.95,228.83,0
217.61,209.34,220.82,0
290.75,216.43,222.0,1
106.94,214.45,214.36,1
255.28,223.13,210.21,1
209.76,216.17,41.03,1
213.58,255.62,222.1,1
215.28,213.03,217.49,0
228.31,211.59,217.38,0
216.66,211.05,213.51,0
283.71,212.61,218.76,1
287.59,226.2,227.05,1
222.88,215.15,228.28,0
229.92,206.06,220.88,1
215.61,214.87,289.32,1
219.42,228.06,230.44,0
219.52,210.88,227.23,0
227.3,249.46,230.21,1
218.9,220.72,230.98,0
217.87,222.15,216.74,0
135.73,225.8,228.32,1
209.75,217.36,212.2,0
132.74,209.46,227.28,1
214.92,217.37,47.82,1
219.28,216.09,223.71,0
227.28,230.83,229.76,0
223.31,228.38,255.77,1
278.82,219.97,230.9,1
229.28,230.48,230.29,0
4.04,214.39,221.2,1
219.52,80.27,215.32,1
242.07,227.28,230.49,1
212.06,238.08,224.72,1
210.49,222.97,73.98,1
211.6,209.47,263.54,1
260.82,211.4,228.95,1
220.62,219.39,217.81,0
221.67,213.62,223.2,0
215.84,221.92,226.77,0
217.09,217.94,228.28,0
210.38,219.93,217.78,0
230.77,219.38,213.2,0
214.11,230.09,223.84,0
230.34,215.24,240.0,1
102.49,210.39,213.77,1
224.22,114.6,228.53,1
214.83,227.16,129.8,1
257.68,225.66,225.17,1
213.34,217.58,222.86,0
221.9,224.52,227.92,0
214.25,267.6,225.11,1
214.7,217.63,32.58,1
214.57,225.72,228.15,0
229.42,225.62,229.12,0
228.76,211.94,146.89,1
238.83,219.54,223.77,1
210.43,214.2,219.5,0
140.81,223.12,211.92,1
298.66,221.91,222.55,1
215.96,251.68,229.93,1
261.02,221.47,223.1,1
225.86,219.02,227.51,0
218.76,222.54,212.02,0
219.46,209.99,268.95,1
226.27,211.68,212.16,0
213.72,219.36,291.73,1
212.72,229.84,230.33,0
209.95,228.54,213.11,0
225.05,213.26,218.97,0
225.31,212.41,218.85,0
218.58,144.74,213.81,1
210.27,210.48,219.74,0
259.79,222.3,218.13,1
127.79,221.99,218.42,1
228.82,229.44,221.38,0
210.66,229.21,213.37,0
218.99,296.9,229.92,1
278.71,229.11,222.09,1
210.21,230.94,222.68,0
253.89,221.06,224.59,1
3.9,217.56,214.45,1
223.69,223.91,136.14,1
213.76,222.46,223.31,0
221.45,225.19,211.05,0
210.35,210.44,222.95,0
215.39,230.95,217.94,0
214.94,220.03,229.06,0
214.54,222.78,227.04,0
230.65,214.91,227.13,0
43.08,229.23,214.34,1
237.1,220.15,217.12,1
216.76,214.66,213.19,0
221.73,224.84,213.45,0
211.85,210.84,225.24,0
225.89,277.57,216.05,1
116.69,216.8,224.68,1
216.14,166.71,222.85,1
225.32,218.04,220.78,0
221.46,218.63,216.31,0
220.34,234.63,221.3,1
215.35,73.64,211.18,1
211.72,190.86,228.22,1
211.56,228.01,221.62,0
213.12,258.71,211.92,1
211.07,222.23,219.71,0
224.42,227.47,216.49,0
209.88,215.52,216.39,0
172.86,217.56,217.29,1
223.18,228.75,263.26,1
213.53,224.33,213.76,0
209.61,227.09,222.43,0
222.98,212.44,216.54,0
243.03,229.85,217.71,1
226.7,286.69,223.91,1
211.31,227.03,216.74,0
215.67,209.79,145.03,1
214.11,216.04,213.95,0
227.62,210.34,228.21,0
216.24,227.24,209.11,0
230.76,228.93,215.9,0
212.68,210.98,211.8,0
210.72,224.25,237.46,1
226.01,224.79,209.97,0
225.55,221.61,71.66,1
219.95,210.42,226.84,0
214.42,228.77,73.49,1
230.95,257.61,220.0,1
228.2,211.87,212.12,0
211.23,77.94,224.37,1
221.28,230.2,226.09,0
224.08,260.63,209.84,1
227.74,229.09,43.73,1
210.25,222.31,219.7,0
215.45,210.49,10.79,1
227.83,250.93,215.29,1
101.17,225.71,224.79,1
225.71,269.71,220.86,1
212.07,46.86,228.75,1
227.67,288.57,225.55,1
218.84,257.12,230.75,1
217.01,225.35,222.73,0
230.55,292.53,217.14,1
211.01,215.05,261.25,1
230.92,228.8,216.67,0
270.33,225.55,213.81,1
223.15,5.54,217.26,1
211.08,220.06,250.72,1
229.2,274.88,229.47,1
209.88,220.57,243.14,1
209.6,226.7,212.74,0
228.14,210.54,210.43,0
220.58,220.1,276.01,1
212.01,224.45,216.33,0
216.26,219.11,244.52,1
225.0,245.9,216.39,1
263.22,216.57,212.21,1
216.1,213.82,223.46,0
214.48,230.12,227.77,0
217.52,210.33,219.34,0
213.08,222.03,221.79,0
215.06,212.89,230.16,0
214.32,212.55,99.23,1
291.03,230.62,221.21,1
228.3,225.63,228.47,0
216.21,218.15,221.05,0
210.64,213.55,248.42,1
200.41,224.94,210.6,1
213.14,213.28,226.06,0
229.12,10.83,211.58,1
228.23,229.38,220.48,0
226.08,221.81,226.16,0
260.2,217.16,222.73,1
215.41,215.53,209.81,0
268.76,210.57,217.44,1
221.14,230.77,258.53,1
220.4,228.32,220.82,0
226.61,213.06,258.22,1
221.56,216.06,242.64,1
281.87,215.8,226.17,1
209.76,224.09,223.86,0
210.36,213.44,220.43,0
216.61,218.64,213.95,0
224.4,222.04,4.7,1
224.98,143.48,213.04,1
225.75,78.86,229.04,1
182.84,224.16,218.23,1
226.52,218.33,299.59,1
218.28,217.9,215.59,0
230.32,212.98,218.71,0
216.73,225.5,224.36,0
226.56,212.19,209.79,0
45.32,230.4,227.37,1
213.99,225.76,224.15,0
209.87,292.39,226.85,1
231.0,214.9,227.57,0
220.42,224.53,226.77,0
224.69,229.68,224.75,0
213.6,150.67,212.68,1
215.41,241.64,215.45,1
229.27,88.61,230.48,1
143.2,228.08,227.81,1
223.23,221.52,211.37,0
98.22,214.97,226.55,1
211.88,218.62,228.41,0
228.97,221.55,215.59,0
226.48,219.08,211.01,0
215.09,220.18,227.83,0
63.52,210.67,224.96,1
229.29,227.22,220.01,0
222.88,210.28,224.8,0
225.44,291.82,221.01,1
230.73,211.09,54.45,1
219.5,210.15,230.49,0
209.61,220.36,214.45,0
279.9,216.42,226.94,1
225.76,209.81,217.13,0
211.1,225.11,212.81,0
215.23,215.42,226.05,0
77.55,211.76,225.63,1
212.48,230.25,229.83,0
229.13,286.86,226.35,1
210.84,245.01,214.81,1
223.46,224.05,230.78,0
222.57,214.08,219.47,0
223.23,45.5,217.76,1
223.3,213.54,211.79,0
222.93,292.01,209.54,1
225.08,220.04,222.3,0
210.61,30.79,229.61,1
209.56,221.73,288.46,1
219.25,225.25,225.06,0
229.82,209.33,222.29,0
229.13,227.59,122.82,1
277.8,224.33,229.2,1
220.81,61.59,223.32,1
224.77,222.66,297.63,1
213.99,220.97,225.58,0
213.21,227.72,226.27,0
151.2,223.19,209.86,1
209.7,251.24,224.21,1
229.05,28.95,227.67,1
213.74,211.82,266.55,1
230.86,219.68,214.22,0
292.87,230.55,223.81,1
201.33,213.44,224.23,1
271.42,219.49,210.58,1
227.27,212.76,28.35,1
268.51,225.25,212.3,1
229.91,220.44,222.93,0
210.19,214.64,215.45,0
220.58,86.17,209.45,1
217.0,139.46,217.21,1
265.56,215.59,230.71,1
225.06,227.37,164.79,1
215.02,106.93,225.84,1
226.68,228.35,212.15,0
209.69,99.34,219.09,1
215.04,210.31,222.09,0
225.12,225.8,219.61,0
225.38,221.55,212.7,0
222.67,212.54,183.81,1
211.21,227.19,213.05,0
209.66,221.36,229.19,0
215.61,272.93,230.47,1
254.2,223.91,214.07,1
135.0,214.99,215.53,1
220.2,221.68,228.75,0
224.7,275.71,220.8,1
55.56,217.8,213.27,1
224.6,131.14,224.12,1
247.19,223.56,229.27,1
221.25,222.63,96.63,1
219.71,230.8,223.87,0
226.41,215.04,228.29,0
224.27,230.38,106.58,1
210.95,217.93,211.61,0
211.79,227.01,279.73,1
217.62,226.88,211.08,0
218.57,227.95,81.9,1
212.11,229.67,80.56,1
226.31,219.73,214.99,0
230.34,241.5,212.91,1
210.35,147.81,218.51,1
220.06,221.77,224.03,0
103.71,223.59,210.07,1
220.54,211.25,223.94,0
213.92,223.61,210.85,0
214.87,221.89,140.62,1
220.93,228.94,214.36,0
115.67,229.7,220.72,1
235.97,220.68,213.64,1
215.03,216.04,278.66,1
287.6,230.16,228.06,1
236.76,212.9,224.35,1
215.97,168.6,222.34,1
220.39,212.76,212.41,0
222.01,217.83,240.78,1
217.83,225.26,210.61,0
222.46,215.76,229.18,0
211.81,226.28,212.24,0
218.7,282.83,211.2,1
214.09,222.23,228.49,0
221.86,222.69,227.79,0
212.41,260.46,218.5,1
222.17,209.71,218.39,0
27.07,218.54,215.81,1
228.57,221.46,214.55,0
246.95,219.72,217.44,1
230.52,230.89,218.56,0
225.05,147.9,220.95,1
173.09,229.83,226.86,1
230.32,15.09,228.68,1
179.93,219.49,211.64,1
217.0,55.12,214.97,1
210.36,298.02,213.89,1
68.2,223.67,227.99,1
210.03,184.6,219.68,1
222.85,228.47,217.01,0
250.1,218.16,221.39,1
230.98,210.98,221.0,0
209.43,236.62,227.32,1
224.01,216.5,220.76,0
215.96,226.5,85.74,1
225.22,219.46,227.59,0
215.35,228.1,214.56,0
216.11,229.35,210.67,0
226.59,267.37,221.23,1
221.39,227.48,227.84,0
215.07,218.58,277.28,1
227.51,225.56,211.19,0
229.34,213.8,227.51,0
229.67,229.85,134.72,1
225.02,234.67,209.27,1
209.41,211.32,277.2,1
215.07,54.1,218.94,1
226.44,259.48,230.01,1
227.54,230.55,223.52,0
218.49,211.03,209.51,0
226.26,223.72,11.32,1
230.42,253.33,215.34,1
242.34,218.6,223.67,1
215.41,164.52,214.75,1
216.95,213.87,221.75,0
228.28,216.02,163.65,1
258.92,228.17,221.78,1
212.36,217.68,227.14,0
228.53,223.7,218.09,0
219.49,218.43,54.32,1
213.24,212.51,228.77,0
238.78,210.93,223.75,1
224.28,224.15,214.7,0
229.61,227.95,217.53,0
155.46,214.7,213.71,1
267.22,222.31,212.39,1
227.6,20.56,223.62,1
230.67,216.33,228.28,0
211.25,223.68,215.33,0
228.13,223.07,230.72,0
212.03,221.6,213.27,0
211.63,227.09,224.53,0
226.46,256.37,209.68,1
221.35,227.98,112.13,1
230.79,210.3,235.01,1
237.3,217.75,224.78,1
205.85,212.49,222.77,1
222.39,251.51,218.29,1
230.36,106.04,223.57,1
223.14,225.63,213.07,0
228.76,210.51,221.1,0
215.17,215.07,209.15,0
224.82,230.32,217.09,0
269.65,226.66,213.5,1
215.08,221.55,228.1,0
220.18,214.83,186.17,1
213.07,133.49,216.03,1
221.72,212.01,220.78,0
237.83,221.75,218.31,1
212.93,194.97,220.26,1
222.11,295.64,217.44,1
217.56,224.7,226.61,0
213.19,242.57,209.54,1
216.53,19.02,226.69,1
220.86,225.84,219.31,0
223.1,239.45,221.91,1
211.56,230.7,10.71,1
221.64,229.25,218.19,0
229.78,211.93,222.86,0
223.36,212.61,230.0,0
215.83,227.29,271.27,1
212.48,212.45,210.28,0
215.54,230.33,230.91,0
224.01,227.22,229.05,0
247.44,226.21,213.14,1
219.68,222.27,134.71,1
222.66,294.35,215.87,1
196.46,224.12,209.95,1
23.67,218.11,217.44,1
235.75,228.86,214.67,1
220.39,226.32,230.93,0
223.2,213.59,227.77,0
218.8,215.61,222.89,0
223.01,224.74,145.32,1
163.22,220.3,211.24,1
209.94,258.13,223.12,1
210.47,218.77,219.67,0
227.42,90.02,219.16,1
227.86,212.44,160.48,1
214.29,268.88,220.25,1
108.63,217.46,214.77,1
225.96,296.18,227.29,1
213.98,219.97,228.65,0
209.42,222.31,216.11,0
216.14,218.07,230.12,0
216.57,261.94,217.91,1
221.67,255.11,214.29,1
213.51,224.84,217.09,0
228.35,258.83,222.33,1
108.75,219.18,219.27,1
221.72,217.57,223.39,0
225.06,87.43,217.73,1
273.13,224.46,225.19,1
226.41,96.96,212.42,1
86.83,211.16,221.24,1
213.0,212.59,220.92,0
219.66,213.71,211.66,0
218.21,230.41,240.53,1
227.37,213.85,227.1,0
216.72,210.17,218.45,0
227.46,217.8,220.37,0
204.67,225.98,218.46,1
218.39,168.56,213.84,1
61.07,225.83,213.44,1
217.97,213.77,222.5,0
218.55,219.61,225.14,0
226.74,71.86,215.89,1
219.1,229.66,217.21,0
227.73,289.06,219.6,1
212.16,213.98,223.39,0
229.26,223.37,234.35,1
248.72,218.5,209.26,1
298.01,213.26,227.12,1
278.25,229.08,212.64,1
222.4,258.43,216.64,1
230.51,249.11,214.01,1
218.42,216.33,227.7,0
213.83,214.19,216.38,0
226.69,25.0,218.48,1
222.84,229.18,213.34,0
229.5,218.11,225.09,0
210.59,214.25,214.02,0
223.08,62.7,225.37,1
215.73,221.38,216.21,0
228.11,214.89,297.19,1
228.67,267.07,212.62,1
223.83,229.0,213.56,0
216.78,224.88,216.5,0
226.55,216.97,277.51,1
216.84,216.69,209.1,0
228.64,222.89,222.56,0
222.34,222.62,227.9,0
223.71,210.37,77.9,1
226.31,224.79,211.31,0
228.24,229.95,225.21,0
222.0,30.83,222.89,1
221.18,214.91,259.77,1
222.68,228.41,225.41,0
211.5,211.52,224.16,0
227.97,218.56,217.04,0
257.35,223.02,226.49,1
221.29,223.77,224.73,0
229.14,219.55,258.83,1
178.48,222.21,223.85,1
219.03,274.26,219.11,1
275.73,219.04,214.26,1
230.63,41.66,222.71,1
219.79,223.93,210.59,0
225.02,229.74,224.62,0
224.94,217.19,276.1,1
219.87,227.16,211.18,0
220.76,216.96,214.64,0
252.18,216.86,219.37,1
215.24,270.41,224.22,1
270.77,219.82,225.77,1
212.3,212.45,226.79,0
228.88,259.71,229.76,1
222.58,211.99,222.55,0
20.78,209.08,225.08,1
226.66,220.16,226.2,0
217.3,211.81,216.71,0
209.49,218.22,32.2,1
211.29,216.16,223.75,0
226.96,280.61,213.4,1
214.8,150.37,223.61,1
219.86,237.26,210.87,1
227.59,209.01,224.12,0
48.5,222.82,230.23,1
227.26,230.92,215.98,0
225.53,225.4,243.53,1
218.84,209.36,222.01,0
222.56,239.9,213.27,1
229.47,211.92,230.01,0
224.71,227.6,228.96,0
228.41,220.18,218.23,0
9.96,221.26,229.4,1
216.18,221.23,230.74,0
222.36,288.42,222.07,1
217.44,23.49,215.67,1
223.38,222.31,214.7,0
213.52,230.13,217.03,0
211.44,224.91,188.6,1
216.96,213.16,213.55,0
212.11,218.94,171.08,1
219.93,47.84,224.42,1
224.65,218.66,209.04,0
214.2,227.63,9.41,1
210.82,210.93,272.11,1
221.03,118.32,222.23,1
299.81,211.48,217.01,1
230.52,216.24,216.4,0
118.43,211.65,217.04,1
229.35,213.79,222.4,0
218.19,219.23,109.17,1
39.57,224.09,219.84,1
228.97,216.12,228.98,0
282.55,222.28,226.3,1
217.29,223.82,225.3,0
225.87,265.1,228.24,1
213.58,212.7,211.34,0
229.19,218.93,228.07,0
272.0,217.29,209.85,1
218.1,281.6,224.27,1
212.86,230.43,220.65,0
215.7,248.03,211.87,1
218.67,212.65,239.37,1
227.16,212.65,226.41,0
214.17,214.87,37.25,1
213.58,296.97,228.29,1
173.24,224.15,210.32,1
241.3,225.62,222.89,1
210.67,218.46,224.51,0
229.06,209.63,209.13,0
264.28,228.24,220.4,1
65.65,224.88,210.08,1
215.89,219.25,122.37,1
226.58,216.73,225.58,0
212.92,230.22,224.79,0
0.8,212.82,224.57,1
209.45,226.55,227.05,0
220.49,219.01,223.09,0
216.66,299.08,214.06,1
229.19,252.72,227.47,1
227.26,218.81,227.21,0
210.62,210.26,209.7,0
218.63,211.78,223.84,0
213.79,223.49,211.91,0
210.29,125.45,211.62,1
228.45,223.13,198.12,1
228.46,228.62,298.84,1
220.32,247.1,222.68,1
270.25,225.78,211.48,1
226.02,225.71,181.13,1
211.52,216.27,225.22,0
221.43,213.99,214.76,0
209.8,209.33,286.1,1
222.18,221.86,222.85,0
209.41,210.44,219.24,0
278.7,226.26,217.96,1
226.73,221.66,226.9,0
224.49,238.04,211.94,1
210.85,218.72,227.82,0
211.18,299.78,228.58,1
223.71,216.26,218.82,0
221.81,213.22,224.8,0
222.15,209.7,213.7,0
212.94,226.91,229.25,0
214.18,214.3,227.88,0
217.53,238.72,212.61,1
228.87,210.18,220.12,0
222.03,226.47,226.09,0
209.76,215.29,222.78,0
214.18,225.29,214.77,0
224.87,290.18,222.83,1
25.02,212.71,217.21,1
226.54,223.49,246.19,1
259.43,216.8,209.37,1
283.92,227.06,211.96,1
179.06,222.48,228.12,1
267.72,211.65,230.27,1
213.1,39.13,224.84,1
224.39,228.87,226.5,0
226.7,213.37,228.39,0
228.02,39.36,230.04,1
209.48,212.99,281.87,1
209.64,220.2,228.78,0
211.37,219.21,219.07,0
210.46,226.1,211.15,0
226.16,223.66,220.65,0
230.13,224.81,209.27,0
101.29,223.11,226.26,1
219.67,4.83,212.17,1
213.23,221.28,228.24,0
264.83,212.46,218.61,1
219.02,230.07,278.16,1
179.23,224.45,220.06,1
285.47,223.83,228.8,1
218.74,225.27,220.16,0
56.06,228.51,223.15,1
220.93,221.29,29.92,1
228.05,227.23,237.69,1
220.58,210.68,211.55,0
216.14,27.58,226.01,1
219.42,241.23,213.03,1
212.21,259.3,220.92,1
221.84,223.9,215.97,0
215.16,227.67,212.74,0
219.44,212.33,5.43,1
226.73,249.01,209.75,1
227.57,233.96,214.45,1
211.86,50.55,209.92,1
37.35,212.1,212.74,1
214.48,225.72,220.46,0
226.06,111.87,225.91,1
212.59,230.32,224.99,0
225.2,221.55,223.76,0
291.57,211.31,216.47,1
209.44,222.96,222.24,0
215.81,230.29,220.56,0
221.6,214.83,245.43,1
228.41,223.92,217.42,0
226.71,219.26,229.3,0
223.11,188.48,228.11,1
224.58,230.02,209.92,0
226.93,278.44,220.44,1
211.82,130.53,211.38,1
209.46,216.51,230.94,0
218.85,222.0,252.36,1
218.9,222.8,114.84,1
141.29,218.35,215.89,1
227.13,215.15,219.67,0
221.35,216.9,44.43,1
225.24,210.97,14.39,1
210.51,219.57,215.14,0
226.9,211.0,226.59,0
258.78,219.84,213.77,1
221.42,214.65,209.55,0
289.98,219.24,221.32,1
220.27,225.58,220.97,0
221.03,228.84,227.93,0
217.61,226.26,263.83,1
209.33,218.49,227.75,0
230.36,218.68,216.14,0
212.4,213.62,209.88,0
217.25,221.11,222.63,0
229.8,209.28,226.7,0
38.15,225.36,216.18,1
221.27,229.26,230.2,0
57.77,215.84,228.44,1
215.63,211.67,211.52,0
217.73,218.35,216.21,0
224.9,221.85,216.41,0
229.84,219.84,224.47,0
212.26,225.97,218.4,0
215.87,221.8,211.88,0
216.54,261.69,213.41,1
221.69,213.36,279.21,1
215.49,211.03,224.31,0
229.87,224.97,226.38,0
221.48,263.31,218.3,1
216.68,218.43,218.57,0
219.03,212.4,266.38,1
226.36,149.11,215.41,1
223.78,210.83,221.04,0
228.78,61.57,216.8,1
218.01,217.78,213.79,0
219.67,220.91,221.91,0
237.57,226.22,220.69,1
213.27,50.14,216.99,1
221.55,227.76,218.25,0
234.49,229.54,214.56,1
213.02,224.45,209.09,0
16.16,213.73,220.32,1
30.41,227.9,213.39,1
224.96,214.48,35.81,1
209.72,216.61,229.98,0
210.28,227.76,228.26,0
228.42,229.87,211.73,0
222.71,255.97,222.67,1
218.82,221.6,48.59,1
228.47,287.69,213.59,1
230.4,216.27,211.19,0
210.34,259.24,223.36,1
230.44,224.17,226.48,0
223.52,220.83,210.45,0
211.06,227.79,259.18,1
230.9,224.48,212.62,0
229.18,63.99,226.36,1
225.53,226.43,217.81,0
158.31,214.5,227.12,1
214.01,214.51,164.41,1
266.72,223.82,215.26,1
233.43,227.75,230.93,1
213.85,228.56,216.7,0
224.4,229.49,230.41,0
223.37,214.41,224.06,0
230.24,228.46,224.58,0
226.37,209.98,218.02,0
224.07,218.92,134.34,1
212.3,295.92,217.88,1
209.51,221.41,241.29,1
215.42,262.23,214.57,1
227.41,217.61,215.03,0
82.85,209.99,217.29,1
222.55,77.65,226.18,1
220.52,226.46,212.49,0
130.28,216.15,215.94,1
220.6,227.92,220.09,0
217.3,229.52,210.22,0
209.59,209.64,217.47,0
227.35,287.17,228.53,1
215.14,266.32,218.19,1
216.22,225.63,102.41,1
295.99,209.44,216.59,1
224.67,227.34,228.16,0
211.18,210.29,299.52,1
223.08,291.74,227.55,1
227.55,228.73,236.8,1
220.67,113.63,215.39,1
214.51,220.76,210.75,0
218.5,212.37,215.49,0
227.25,222.29,219.65,0
291.91,220.77,212.2,1
246.11,211.63,222.15,1
216.11,227.55,220.96,0
212.57,210.18,215.63,0
229.41,288.26,215.74,1
225.69,98.74,213.16,1
214.28,229.37,158.99,1
216.51,230.53,223.45,0
224.02,213.53,221.25,0
295.46,214.13,212.48,1
214.43,219.06,220.28,0
209.77,225.67,211.77,0
217.75,215.12,230.65,0
220.75,213.17,225.85,0
186.46,228.0,222.84,1
230.24,224.81,221.72,0
238.46,224.1,225.56,1
19.23,223.27,212.26,1
216.91,288.28,211.23,1
217.29,213.41,228.3,0
226.33,226.25,220.07,0
224.56,220.67,209.49,0
214.82,224.45,213.64,0
223.12,214.75,267.86,1
222.24,284.36,228.83,1
219.54,223.46,216.74,0
213.17,223.69,209.04,0
212.24,264.62,216.78,1
289.94,213.94,215.03,1
219.79,214.91,212.25,0
223.13,211.48,265.18,1
65.26,222.83,226.66,1
230.37,246.44,222.83,1
9.24,213.71,209.07,1
214.76,229.01,222.64,0
280.07,230.7,222.11,1
213.1,230.37,223.77,0
226.49,214.26,225.12,0
68.17,225.09,223.76,1
222.47,230.21,214.27,0
227.22,216.8,226.05,0
226.77,259.89,209.92,1
219.01,214.4,230.53,0
220.73,225.27,230.76,0
258.42,225.65,219.63,1
227.22,212.55,212.07,0
224.03,224.06,227.09,0
221.44,239.5,223.44,1
222.77,225.24,213.1,0
222.0,226.19,155.73,1
214.44,213.59,211.63,0
227.35,283.88,211.66,1
224.61,217.25,224.98,0
211.03,218.24,213.53,0
229.57,224.58,227.21,0
141.85,214.77,211.72,1
215.79,219.21,213.85,0
216.74,209.01,226.15,0
229.07,230.36,216.01,0
227.08,213.67,218.07,0
224.32,228.94,219.7,0
215.4,215.34,190.17,1
216.05,222.0,228.21,0
237.65,216.47,220.76,1
227.86,215.02,228.63,0
218.27,210.84,224.27,0
165.84,221.09,222.56,1
226.39,229.8,222.16,0
218.51,216.38,297.29,1
241.36,213.3,227.73,1
212.43,217.97,224.57,0
229.92,226.59,219.36,0
223.27,218.97,229.97,0
222.75,293.31,223.74,1
209.19,218.35,220.92,0
224.64,227.77,220.42,0
213.97,213.31,221.53,0
225.58,227.44,221.31,0
242.54,214.31,218.58,1
288.06,224.74,229.38,1
218.49,274.76,227.51,1
209.34,227.4,217.96,0
220.46,211.21,212.14,0
229.86,222.02,212.38,0
222.97,221.57,43.51,1
234.93,215.68,224.14,1
211.67,220.58,217.27,0
223.31,210.35,209.97,0
265.24,218.37,211.64,1
216.09,230.38,202.08,1
212.49,210.57,244.86,1
224.94,230.84,224.68,0
215.03,251.56,225.96,1
223.87,11.15,225.0,1
220.83,197.84,218.18,1
211.7,224.38,175.75,1
209.67,224.75,222.65,0
217.62,215.84,224.0,0
222.95,211.19,211.49,0
254.41,219.24,226.46,1
212.3,227.06,200.24,1
217.31,158.57,224.84,1
220.85,219.48,216.71,0
223.83,230.53,214.61,0
212.54,67.51,211.15,1
230.86,229.14,228.07,0
216.72,19.82,211.03,1
222.86,284.43,226.28,1
214.3,229.13,230.33,0
265.9,224.75,210.2,1
217.41,221.63,221.23,0
224.53,212.08,239.1,1
215.28,227.7,210.34,0
224.37,211.24,219.18,0
230.97,230.93,143.73,1
230.28,278.36,218.63,1
221.5,210.52,53.59,1
268.71,229.86,224.73,1
221.78,217.06,218.67,0
216.5,228.24,79.43,1
216.31,224.07,229.05,0
230.42,169.33,221.67,1
84.45,221.85,212.27,1
217.52,213.96,64.46,1
213.26,209.59,218.12,0
243.65,218.25,222.03,1
227.93,229.11,215.68,0
230.36,219.46,227.79,0
293.9,227.2,227.4,1
209.42,219.75,220.14,0
82.01,215.97,211.87,1
218.42,227.98,230.52,0
214.22,228.65,33.3,1
227.31,226.56,283.16,1
212.91,152.51,220.96,1
230.65,216.61,220.37,0
210.99,227.06,209.92,0
229.28,209.17,227.27,0
224.04,282.0,219.05,1
226.16,221.04,211.93,0
225.54,226.1,227.56,0
213.34,123.05,230.3,1
209.25,220.97,218.16,0
228.49,213.94,221.09,0
210.31,212.62,214.11,0
217.02,210.49,230.9,0
216.65,217.26,212.99,0
139.23,212.54,209.94,1
258.38,210.81,219.48,1
211.43,22.5,225.74,1
215.89,278.57,225.07,1
215.03,260.33,213.98,1
230.43,215.91,219.97,0
215.5,225.93,226.87,0
212.47,250.48,229.2,1
213.33,217.55,169.24,1
226.31,221.25,209.7,0
210.69,218.44,225.75,0
38.89,226.79,224.03,1
215.3,219.4,230.16,0
211.64,217.65,209.59,0
256.3,209.97,223.05,1
217.32,219.09,229.03,0
228.86,213.82,219.38,0
216.25,211.42,213.94,0
230.47,213.4,124.32,1
228.03,101.95,218.52,1
227.93,209.45,261.64,1
217.97,215.11,228.56,0
222.01,39.3,223.3,1
210.49,221.94,211.21,0
217.12,213.81,228.88,0
219.96,210.74,210.23,0
224.82,217.64,112.35,1
55.99,229.34,212.54,1
230.21,213.57,209.29,0
216.82,83.38,222.04,1
255.41,209.85,217.52,1
223.89,221.09,223.57,0
227.77,236.89,214.6,1
218.4,222.25,211.98,0
224.51,223.88,209.37,0
209.46,209.68,213.24,0
223.13,223.72,224.9,0
230.24,211.94,29.73,1
209.64,32.2,211.83,1
212.58,215.94,223.92,0
212.41,214.99,211.82,0
226.37,215.18,152.36,1
222.23,212.62,214.61,0
222.25,215.71,213.78,0
214.61,210.06,221.43,0
210.56,230.3,225.15,0
210.58,220.94,214.94,0
221.58,220.06,230.51,0
184.92,221.04,210.07,1
2.13,210.94,210.61,1
250.55,230.01,220.24,1
218.5,88.17,217.49,1
281.98,229.89,210.73,1
209.05,212.66,228.95,0
216.42,212.53,210.65,0
218.42,219.77,221.8,0
220.58,221.78,222.89,0
209.77,220.32,227.15,0
221.52,23.12,223.83,1
212.34,219.03,219.95,0
230.93,222.35,209.93,0
229.66,221.5,219.06,0
210.0,229.07,219.08,0
237.64,225.34,210.23,1
229.18,270.45,223.35,1
219.16,214.75,219.76,0
220.67,220.85,209.19,0
209.27,249.83,229.26,1
229.68,257.67,210.96,1
226.81,213.86,226.25,0
228.26,222.6,226.55,0
224.77,218.91,214.17,0
133.68,224.85,219.61,1
215.02,210.67,224.14,0
217.36,218.78,211.88,0
217.93,211.52,226.33,0
224.68,211.76,211.43,0
220.91,228.32,212.4,0
228.73,221.37,210.74,0
225.98,215.16,213.78,0
211.31,226.03,210.77,0
104.95,209.29,229.22,1
224.4,249.91,226.35,1
223.93,36.59,217.57,1
212.16,222.71,89.18,1
215.34,17.16,212.92,1
256.45,222.63,214.3,1
225.08,214.1,228.12,0
209.48,230.98,217.27,0
219.96,230.58,215.61,0
222.4,227.7,230.22,0
229.01,226.86,223.11,0
283.16,224.97,222.71,1
215.05,224.9,229.23,0
216.42,251.44,218.35,1
217.38,212.33,218.13,0
227.49,229.68,228.48,0
23.59,209.36,227.66,1
162.04,217.35,214.16,1
217.6,209.65,218.14,0
219.45,223.32,102.14,1
219.17,116.26,230.16,1
